1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8142,0,0,0,0,0,0,0,0,0,0,1.5508
0.5056,0,0,0.7134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887,1.219
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.5305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5526,0,0,0,0,0,0,0,0,0,0,1.9845
0,0,0,0.6818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1941,0,0,0,0,0,0,0,0,0,0,2.5919
0,0,0,0.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5402,0,0,0,0,0,0,0,0,0,73.29,1.1421
0,0,0,0.4952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5065,0,0,0,0,0,0,0,0,0,109.19,1.5013
0,0,0,0.3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7983,0,0,0,0,0,0,0,0,0,0,1.6485
0,0,0,0.4346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3961,0,0,0,0,0,0,0,0,0,0,2.0395
0,0,0,0.5861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0,0,0,0,0,0,0,0,0,17.583,1.7713
0,0,0,0.5597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4432,0,0,0,0,0,0,0,0,0,0,2.0903
0,0,0,0.7526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0,0,0,0,0,0,0,0,0,1.7887
0,0,0,0.6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3511,0,0,0,0,0,0,0,0,0,0,1.6607
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,1.6323
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8545,0,0,0,0,0,0.5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2352,0,0,3.1292
