1,0.1442,0.077247,-0.041758,-0.014258,0.15351,0.14229,0.10884,-0.15971,0.059334,0.17321,0.18352,0.31551,0.019653,-0.32415,0.14793,0.25635,-0.11292,0.063768,0.11432,0.30698,0.16554,0.21332,0.023591,0.19306,0.15063,0.23369,0.098625,0.27088,0.1186,0.0074964,-0.012537,0.14756,0.13828,0.23728,0.0081664,-0.024149,-0.0036228,-0.07837,0.30182,0.23044,0.089198,-0.0014769,0.0068904,0.12695,0.12909,0.052286,0.096965,0.18335,0.086706,0.27872,0.21706,0.26938,-0.011388,0.1951,0.1161,0.098643,0.13915,0.21898,-0.051118,0.17039,0.26792,0.067173,0.19749,0.20111,0.21608,0.023392,0.26776,-0.024504,0.24108,0.085883,0.14437,-0.0039137,0.083312,0.1692,0.14591,0.13607,0.2198,0.14051,0.20072,0.22345,0.17088,0.19408,0.11402,0.12044,0.14264,0.17727,0.43772,0.20296,0.097306,0.047787,0.068689,0.35857,0.11415,0.10226,0.20696,0.067969,-0.10067,-0.018451,0.11881
0.1442,1,0.41658,0.098636,0.18556,0.21373,0.27292,0.31012,0.099335,0.0026714,0.38411,0.25362,0.076724,0.15466,0.26917,0.42423,0.31766,0.2404,0.052066,0.11049,0.39067,0.51468,0.37184,0.16517,0.64053,0.1316,0.21204,0.41091,0.41388,0.060764,0.15844,0.19238,0.43634,0.091379,0.57913,0.46119,0.0095814,0.17619,0.43199,0.36257,0.50401,0.45352,0.40724,0.37605,0.51824,0.22041,0.63681,0.36526,0.32851,-0.032897,0.046197,0.20584,0.5023,0.27164,0.30513,0.09115,0.18201,0.32373,0.46388,0.4944,0.15067,0.24849,0.2939,-0.029472,0.48912,0.42217,0.24234,0.19582,0.13308,0.055034,0.32075,0.31482,0.30486,-0.031593,0.43228,0.22749,0.29005,0.16955,0.1202,0.2163,0.27023,0.21175,0.28988,0.15743,0.33514,0.19636,0.43918,0.19926,0.37605,0.11952,0.24447,0.39102,0.23196,0.52524,0.49733,0.22429,0.42652,0.3271,0.19605,0.58235
0.077247,0.41658,1,0.089363,0.43901,0.16381,0.31343,0.18911,-0.040726,-0.0048057,0.14118,0.03269,0.27159,0.1937,0.33599,0.54647,0.38931,0.11496,0.013651,0.16693,0.34918,0.52716,0.34632,0.47627,0.45271,0.0067135,0.4415,0.21414,0.55024,0.01947,0.22056,0.24734,0.40657,0.21166,0.35792,0.57845,0.093111,0.2367,0.44422,0.38864,0.43598,0.22817,0.30073,0.23274,0.4094,0.17864,0.63892,0.40005,0.34733,-0.014173,0.06162,0.43642,0.4088,0.08963,0.34644,0.11958,0.30831,0.45112,0.33476,0.30273,0.020368,0.33478,0.22073,0.03945,0.21286,0.43426,0.32536,0.037264,0.44512,0.25106,0.22654,0.50342,0.32213,0.010641,0.47728,0.11652,0.23455,0.25523,0.43636,0.14702,0.47047,0.21506,0.49462,0.10871,0.28389,0.1751,0.4389,0.17261,0.49978,0.1849,0.34321,0.090388,-0.049048,0.52333,0.52503,0.217,0.20603,0.24871,0.10405,0.68429
-0.041758,0.098636,0.089363,1,0.1037,-0.0088735,0.10238,0.36879,0.17634,0.20492,0.22101,0.12958,0.27469,0.076586,0.13395,0.16889,0.032997,0.39527,-0.12793,0.088516,0.058683,0.17385,-0.074721,-0.16937,0.18138,0.067233,0.025854,0.24599,0.23248,0.058508,0.022725,0.043306,0.32122,0.11703,0.20471,0.18716,0.14409,0.12303,0.11489,0.24961,0.073639,0.069167,0.29269,-0.0087803,0.25399,-0.26225,0.10393,0.22267,0.019203,-0.39896,0.16078,0.13222,-0.26037,0.087669,-0.0048568,0.068228,-0.1799,0.058056,0.023512,0.10547,0.029443,0.036755,0.33199,-0.19085,0.16302,0.10007,0.10026,-0.0038201,0.044891,-0.010446,0.13552,0.10343,0.36261,-0.18037,0.091116,0.23024,-0.05097,0.062061,-0.05343,0.2695,-0.12354,0.04601,0.021673,0.01658,-0.0039662,0.21671,0.041792,0.15787,0.26093,0.22089,-0.060162,0.17191,-0.016871,0.055968,0.20931,0.16858,0.14905,-0.04824,0.16466,0.15963
-0.014258,0.18556,0.43901,0.1037,1,0.21811,0.019643,0.24894,0.12358,0.29073,0.22086,-0.0037081,0.23107,-0.072042,0.23581,0.32569,0.32039,-0.068518,0.089669,0.043301,0.10742,0.27476,0.34446,0.33131,0.1858,0.34085,0.24171,0.22026,0.33937,0.021387,0.22753,0.10064,0.20476,0.32614,0.13048,0.16953,0.18411,0.10012,0.25867,0.12157,0.28756,0.16288,0.16445,0.40143,0.24793,0.026916,0.38706,0.16909,0.25545,-0.075498,0.15285,0.22727,0.25539,0.07427,0.59886,0.096946,0.52348,0.23974,0.25074,0.21821,0.044811,0.22227,0.20864,0.13359,0.060268,0.075928,0.36344,0.1433,0.3068,0.027832,0.36651,0.20634,0.19193,0.083075,0.40654,0.20076,0.26149,0.089227,0.40208,0.028549,0.23625,0.14831,0.44441,-0.025407,0.10023,0.21557,0.17518,0.36006,0.32052,0.08663,0.41476,-0.060795,0.095958,0.11223,0.25332,0.20935,0.25793,0.31638,0.23515,0.30447
0.15351,0.21373,0.16381,-0.0088735,0.21811,1,0.34165,0.098222,0.17641,0.39327,0.19922,0.18304,0.16165,0.0071611,-0.031397,0.2884,0.13432,0.016456,0.18231,-0.067476,0.10036,0.23698,0.25207,0.2519,0.22125,0.36692,0.14093,0.056571,0.32643,0.14421,0.11467,0.32372,0.20338,0.13322,0.26766,0.18846,0.072865,0.16403,0.14624,0.23206,0.14912,-0.0050953,0.23154,0.38836,0.039299,0.14447,0.33383,0.10392,0.21295,0.10105,0.24547,0.22007,0.13282,0.21147,0.20999,0.11005,0.057896,0.20744,0.18196,0.16846,0.034222,0.12144,0.20034,0.2138,0.25475,0.15765,0.099414,0.27066,0.11951,0.093196,0.28082,0.19865,-0.068394,0.041119,0.24893,0.23207,0.28421,0.17482,0.25537,0.022386,-0.014262,0.3027,0.26445,0.31404,0.21958,0.32755,0.26377,0.24545,0.19534,0.17714,0.35297,0.00013,0.33104,0.31723,0.046576,0.18362,-0.1057,0.2133,0.082711,0.30009
0.14229,0.27292,0.31343,0.10238,0.019643,0.34165,1,0.16849,0.038614,0.13529,0.2482,0.2172,0.069767,0.29206,0.14075,0.30802,0.25404,0.1413,0.0045979,0.17267,0.27132,0.26889,0.14827,0.32892,0.216,-0.0054618,0.16638,0.21094,0.39003,0.22168,0.029504,0.33395,0.45498,-0.038116,0.31179,0.38056,-0.067085,0.37332,0.3092,0.46352,0.14913,0.20045,0.18568,0.32226,0.46976,0.15795,0.38154,0.16101,0.16213,0.088305,0.095368,0.17777,0.20575,0.29425,0.093472,-0.044706,-0.0064931,0.20941,0.2975,0.29929,0.12028,0.22466,0.03501,0.11346,0.29901,0.19008,0.15066,0.15611,0.274,0.047059,0.20398,0.18179,0.010763,0.076855,0.22856,0.13963,0.26894,0.094532,0.082351,-0.080455,0.35409,0.27456,0.21983,0.18896,0.17905,0.079243,0.43909,0.25656,0.33123,0.23476,0.098675,0.15596,-0.027373,0.39791,0.065886,0.13662,-0.018345,0.25416,0.0090425,0.4367
0.10884,0.31012,0.18911,0.36879,0.24894,0.098222,0.16849,1,0.15882,0.050277,0.23306,0.054375,0.1089,0.28218,0.12981,0.29547,-0.13601,0.29488,0.2939,-0.11561,0.18943,0.16105,0.34764,0.050522,0.27485,-0.083177,0.27187,0.16952,0.33968,0.26481,0.12399,-0.045175,0.40292,0.17299,0.33124,0.29451,0.1088,0.11828,0.15134,0.38268,0.27807,0.14959,0.40464,0.20903,0.40828,0.15672,0.33736,0.089259,0.12426,-0.14594,0.049411,0.2223,0.056186,0.067105,0.13725,0.21119,0.0077975,0.17972,0.22678,0.31745,0.11789,0.36275,0.25652,0.0376,0.23389,-0.043879,0.3343,-0.01779,0.27876,-0.09319,0.1661,0.19127,0.26163,-0.032434,0.089795,0.31154,0.0068885,0.028903,0.21515,0.31302,-0.0093639,0.13061,-0.036967,0.048859,0.13656,0.28002,0.12261,0.216,0.28193,0.23528,0.067758,0.045624,-0.016933,0.24712,0.10275,0.18371,0.30992,0.075018,0.16286,0.32259
-0.15971,0.099335,-0.040726,0.17634,0.12358,0.17641,0.038614,0.15882,1,0.13494,-0.099956,-0.059425,-0.18175,-0.12185,0.11672,-0.022687,-0.1047,0.088213,0.070063,-0.18841,0.12573,0.036409,0.17281,-0.11529,0.099335,0.20351,-0.11151,0.10923,0.097475,0.19896,-0.045262,-0.083429,0.046766,0.088705,0.050992,0.055087,-0.0043816,0.01198,0.14896,-0.073325,0.090292,0.051425,0.08931,0.048652,0.062924,-0.1676,0.13809,0.33754,0.011961,-0.24764,0.21884,-0.059502,0.018715,0.21919,0.19804,-0.033574,0.096338,0.077384,0.06922,0.044536,-0.077909,-0.085455,0.02317,0.096448,0.10602,-0.022611,0.23172,0.085542,0.024264,-0.11271,0.12658,0.16752,0.060666,-0.006829,-0.18702,-0.051119,-0.058459,-0.25455,0.022794,0.038061,-0.095746,-0.048573,-0.048623,-0.015825,0.24433,0.099608,0.14796,-0.00096846,0.10069,0.29596,0.13706,0.037545,0.081828,0.091427,0.031406,0.12832,0.022065,-0.09457,0.040834,0.070478
0.059334,0.0026714,-0.0048057,0.20492,0.29073,0.39327,0.13529,0.050277,0.13494,1,0.19464,0.093446,0.3641,-0.12671,-0.014107,0.21339,0.25994,-0.01625,0.030963,-0.20134,0.077248,0.1152,0.10358,0.048554,0.0828,0.35264,-0.067063,-0.080267,0.13089,0.055368,-0.12984,0.17823,-0.11568,0.093407,-7.9852e-05,0.108,0.21819,0.19111,0.036042,0.17156,0.042823,-0.048264,0.036086,0.28173,0.037652,-0.066981,0.052872,0.12596,0.12667,-0.098923,0.31483,0.21852,0.018379,0.055566,0.30592,0.07854,-0.0055161,0.027207,0.21215,0.032507,0.053175,0.0092291,0.21037,0.035981,-0.043176,-0.02485,0.2755,0.072891,0.20719,0.27394,0.068911,0.039199,0.15074,0.35564,0.033444,0.25631,0.28028,-0.054509,0.15078,0.054304,0.052939,0.15961,0.1612,0.19917,0.19114,0.16123,0.033423,0.20327,0.12104,0.29038,0.071709,0.13858,0.23232,0.042817,0.12976,0.13879,-0.11841,0.10358,0.32427,0.10189
