1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219,0.0111,0,161.54,0.8986
0,0,0,0.3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.449,0.8411
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941,0,150.54,0.8231
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1705,0,116.71,0.715
0,0,0,0.3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2297,0,0,0,0,0,0,0,0,0,145.35,0.9852
0.1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226,0,231.18,0.925
0,0,0,0.1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,0,0,0,0,0,0,99.353,0.7252
0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523,0,82.612,0.6536
0.1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693,0,153.65,0.8665
0.1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615,0,100.93,0.6751
0.2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,102.7,0.7539
0.1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812,0,131.31,0.9404
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696,0.0359,0,141.44,0.8762
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.3664,0,93.617,0.6135
0.0694,0,0,0.1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.37,0.9087
0.0476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627,0,103.45,0.6685
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958,0.123,0,153.03,0.8344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,123.93,0.721
0,0,0,0.1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462,0,0,0,0,0,0,0,0,0,118.17,0.826
0.0502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,182.78,0.9417
0.1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0,154.71,0.9366
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6858,0,0,0,0,0,0,0.0937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2205,0,0,0,0,0,0,0,0,0,189.13,1.0939
0,0,0,0.6578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,107.12,1.1065
